"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSMUSG00000102693.2.4933401J01Rik"
"37",3.61839741129486,2.15393697786846,1.65159269611737,1.30415748563918,0.192179892078883,NA,"ENSMUSG00000062588.5	Gm6104"
"38",946.954242852977,-0.187794811757438,0.148504782149598,-1.26457080397762,0.206025224529267,0.321681138571124,"ENSMUSG00000103280.2	Gm37277"
"39",432.433530846269,-0.722993124869088,0.172492940634362,-4.19143602173053,2.77194358591696e-05,0.000116248384134392,"ENSMUSG00000002459.18	Rgs20"
"40",5.58068514729034,0.905107884470235,1.16586082622747,0.776342994042446,0.437546493816057,0.569821018180537,"ENSMUSG00000091305.2	Gm17100"
"41",11.5682749791136,-0.473768292269109,0.815298083466077,-0.581098253359038,0.561174235766062,0.684599673970774,"ENSMUSG00000102653.2	Gm37079"
"42",7.86398040617585,0.31457568732586,1.08815639988661,0.289090508826341,0.772512116523792,0.849819054015778,"ENSMUSG00000085623.2	Gm16041"
"43",29.0924309540078,0.0211438318901653,0.59085327869909,0.0357852493206412,0.971453594871178,0.982997590418868,"ENSMUSG00000091665.2	Gm17101"
"44",4.84250699000802,0.605149798438028,1.22867902256065,0.49252065618965,0.622351323115126,0.735403752131993,"ENSMUSG00000033793.13	Atp6v1h"
"45",133.862839856072,0.545084197990129,0.283186643119135,1.92482312013852,0.0542514905226555,0.107968768954508,"ENSMUSG00000104352.2	Gm7182"
"46",2.34557491401149,-0.499425679809632,1.803070549179,-0.276986211125814,0.78179069400575,NA,"ENSMUSG00000104046.2	Gm37567"
"47",3721.99390540439,0.125875341469406,0.125477453272829,1.00317099356258,0.315778365703343,0.448192070790556,"ENSMUSG00000102907.2	Gm38264"
"48",133.633804254769,-0.167044200999002,0.268427872867379,-0.622305721140711,0.533740859965084,0.661028080309026,"ENSMUSG00000025905.15	Oprk1"
"49",1.2635065884366,-0.545644992114266,2.19824876477008,-0.248218036492943,0.803965711853053,NA,"ENSMUSG00000103936.2	Gm36965"
"50",6.25245849054019,0.720500030750458,1.13963863634982,0.632217974864531,0.527244453367371,0.655489935910298,"ENSMUSG00002076544.1	Gm56304"
"51",1061.10850650349,-1.25218230937499,0.140133595676024,-8.93563248223448,4.04855581614313e-19,6.7778965884033e-18,"ENSMUSG00000103519.2	Gm37429"
"52",3.34968276371705,0.52872219455628,1.62740852292512,0.324885968770735,0.7452673766497,NA,"ENSMUSG00000033774.5	Npbwr1"
"53",352.692253376081,-0.128374693783714,0.182611033811293,-0.702995274186849,0.482058694583154,0.612523451115922,"ENSMUSG00000103090.2	Gm19214"
"54",842.742111095654,-0.318248847376726,0.141206492126933,-2.25378339609659,0.0242097978644597,0.0538405620013669,"ENSMUSG00000090031.4	4732440D04Rik"
"55",962.706059399378,-1.4077433727808,0.151076066273549,-9.31810979398839,1.1843127963593e-20,2.17599640294932e-19,"ENSMUSG00000025907.15	Rb1cc1"
"56",34.9355192574005,-0.719080319669688,0.495060009247753,-1.45251142535697,0.146359454652286,0.245284375431633,"ENSMUSG00000087247.4	Alkal1"
"57",11.5963122382154,-0.408319616164793,0.810878037928303,-0.503552442002254,0.61457591958754,0.729051060821794,"ENSMUSG00000103355.2	Gm2147"
"58",327.564516649593,-1.47661820455149,0.187828315949483,-7.86153140482097,3.79465264217085e-15,4.74685295096316e-14,"ENSMUSG00000102706.2	Gm7417"
"59",2.36257021039469,1.08028434711902,1.89355398308456,0.570506231546279,0.568334396788922,NA,"ENSMUSG00000103845.2	Gm19026"
"60",212.27015017001,0.502003687601841,0.247446810045698,2.02873372062922,0.0424854193420948,0.0875945684094582,"ENSMUSG00000033740.18	St18"
"61",1.99895951020444,0.494933072015381,2.01076099069572,0.246142169211337,0.805572180704887,NA,"ENSMUSG00000103329.3	Gm42492"
"62",25.5138401376232,-1.18848702297531,0.552489272460515,-2.15114950138737,0.0314644014124128,0.0676166197403568,"ENSMUSG00000104385.2	Gm7449"
"63",516.70070512079,2.65193985272788,0.221484576961132,11.9734741313083,4.89357937290452e-33,1.92699046902519e-31,"ENSMUSG00000102135.2	Gm37108"
"64",82.4732187168543,0.321125292892674,0.346726105994404,0.92616416053153,0.354360674706581,0.488326650636893,"ENSMUSG00000103282.2	Gm37275"
"65",13.9031015660197,0.61604258256382,0.76016017033262,0.810411550889678,0.417703681320066,0.550560167686345,"ENSMUSG00000102534.2	Gm37225"
"66",310.023900051961,0.151778651393147,0.206385227111422,0.735414319704219,0.462087203478283,0.593212890361078,"ENSMUSG00000102213.2	Gm37489"
